-5.000000e-05 -5.000000e-05 -3.500000e-05-2.569040e+07
-4.772727e-05 -5.000000e-05 -3.500000e-05-6.514845e+06
-4.545454e-05 -5.000000e-05 -3.500000e-05-9.006666e+06
-4.318182e-05 -5.000000e-05 -3.500000e-05-7.208910e+06
-4.090909e-05 -5.000000e-05 -3.500000e-05-7.746278e+06
-3.863636e-05 -5.000000e-05 -3.500000e-05-7.352119e+06
-3.636364e-05 -5.000000e-05 -3.500000e-05-7.794167e+06
-3.409091e-05 -5.000000e-05 -3.500000e-05-7.582895e+06
-3.181818e-05 -5.000000e-05 -3.500000e-05-8.164652e+06
-2.954545e-05 -5.000000e-05 -3.500000e-05-7.885751e+06
-2.727272e-05 -5.000000e-05 -3.500000e-05-8.344584e+06
-2.500000e-05 -5.000000e-05 -3.500000e-05-8.092672e+06
-2.272727e-05 -5.000000e-05 -3.500000e-05-8.639822e+06
-2.045454e-05 -5.000000e-05 -3.500000e-05-8.259403e+06
-1.818181e-05 -5.000000e-05 -3.500000e-05-8.658659e+06
-1.590909e-05 -5.000000e-05 -3.500000e-05-8.319219e+06
-1.363636e-05 -5.000000e-05 -3.500000e-05-8.786338e+06
-1.136363e-05 -5.000000e-05 -3.500000e-05-8.319681e+06
-9.090904e-06 -5.000000e-05 -3.500000e-05-8.667000e+06
-6.818175e-06 -5.000000e-05 -3.500000e-05-8.286807e+06
-4.545447e-06 -5.000000e-05 -3.500000e-05-8.723221e+06
-2.272719e-06 -5.000000e-05 -3.500000e-05-8.253708e+06
6.705522e-12 -5.000000e-05 -3.500000e-05-8.610565e+06
2.272732e-06 -5.000000e-05 -3.500000e-05-8.253920e+06
4.545464e-06 -5.000000e-05 -3.500000e-05-8.723676e+06
6.818189e-06 -5.000000e-05 -3.500000e-05-8.287398e+06
9.090914e-06 -5.000000e-05 -3.500000e-05-8.667656e+06
1.136365e-05 -5.000000e-05 -3.500000e-05-8.320241e+06
1.363637e-05 -5.000000e-05 -3.500000e-05-8.786414e+06
1.590910e-05 -5.000000e-05 -3.500000e-05-8.318248e+06
1.818182e-05 -5.000000e-05 -3.500000e-05-8.656177e+06
2.045455e-05 -5.000000e-05 -3.500000e-05-8.255212e+06
2.272728e-05 -5.000000e-05 -3.500000e-05-8.632777e+06
2.500001e-05 -5.000000e-05 -3.500000e-05-8.083745e+06
2.727273e-05 -5.000000e-05 -3.500000e-05-8.333988e+06
2.954546e-05 -5.000000e-05 -3.500000e-05-7.875085e+06
3.181819e-05 -5.000000e-05 -3.500000e-05-8.153675e+06
3.409092e-05 -5.000000e-05 -3.500000e-05-7.573361e+06
3.636364e-05 -5.000000e-05 -3.500000e-05-7.785357e+06
3.863637e-05 -5.000000e-05 -3.500000e-05-7.344987e+06
4.090910e-05 -5.000000e-05 -3.500000e-05-7.740740e+06
4.318182e-05 -5.000000e-05 -3.500000e-05-7.205576e+06
4.545455e-05 -5.000000e-05 -3.500000e-05-9.005280e+06
4.772728e-05 -5.000000e-05 -3.500000e-05-6.514341e+06
5.000000e-05 -5.000000e-05 -3.500000e-05-2.569773e+07
-5.000000e-05 -4.772727e-05 -3.500000e-05-6.512877e+06
-4.772727e-05 -4.772727e-05 -3.500000e-05-1.799759e+06
-4.545454e-05 -4.772727e-05 -3.500000e-05-2.284770e+06
-4.318182e-05 -4.772727e-05 -3.500000e-05-1.168873e+06
-4.090909e-05 -4.772727e-05 -3.500000e-05-1.212555e+06
-3.863636e-05 -4.772727e-05 -3.500000e-05-1.232932e+06
-3.636364e-05 -4.772727e-05 -3.500000e-05-1.258960e+06
-3.409091e-05 -4.772727e-05 -3.500000e-05-1.288999e+06
-3.181818e-05 -4.772727e-05 -3.500000e-05-1.264897e+06
-2.954545e-05 -4.772727e-05 -3.500000e-05-1.343648e+06
-2.727272e-05 -4.772727e-05 -3.500000e-05-1.361636e+06
-2.500000e-05 -4.772727e-05 -3.500000e-05-1.392308e+06
-2.272727e-05 -4.772727e-05 -3.500000e-05-1.353919e+06
-2.045454e-05 -4.772727e-05 -3.500000e-05-1.422113e+06
-1.818181e-05 -4.772727e-05 -3.500000e-05-1.423071e+06
-1.590909e-05 -4.772727e-05 -3.500000e-05-1.436671e+06
-1.363636e-05 -4.772727e-05 -3.500000e-05-1.380517e+06
-1.136363e-05 -4.772727e-05 -3.500000e-05-1.433757e+06
-9.090904e-06 -4.772727e-05 -3.500000e-05-1.420178e+06
-6.818175e-06 -4.772727e-05 -3.500000e-05-1.420997e+06
-4.545447e-06 -4.772727e-05 -3.500000e-05-1.358364e+06
-2.272719e-06 -4.772727e-05 -3.500000e-05-1.410449e+06
6.705522e-12 -4.772727e-05 -3.500000e-05-1.401648e+06
2.272732e-06 -4.772727e-05 -3.500000e-05-1.410567e+06
4.545464e-06 -4.772727e-05 -3.500000e-05-1.358583e+06
6.818189e-06 -4.772727e-05 -3.500000e-05-1.421307e+06
9.090914e-06 -4.772727e-05 -3.500000e-05-1.420542e+06
1.136365e-05 -4.772727e-05 -3.500000e-05-1.434178e+06
1.363637e-05 -4.772727e-05 -3.500000e-05-1.380938e+06
1.590910e-05 -4.772727e-05 -3.500000e-05-1.436948e+06
1.818182e-05 -4.772727e-05 -3.500000e-05-1.423041e+06
2.045455e-05 -4.772727e-05 -3.500000e-05-1.421702e+06
2.272728e-05 -4.772727e-05 -3.500000e-05-1.353128e+06
2.500001e-05 -4.772727e-05 -3.500000e-05-1.391074e+06
2.727273e-05 -4.772727e-05 -3.500000e-05-1.360159e+06
2.954546e-05 -4.772727e-05 -3.500000e-05-1.342009e+06
3.181819e-05 -4.772727e-05 -3.500000e-05-1.263321e+06
3.409092e-05 -4.772727e-05 -3.500000e-05-1.287414e+06
3.636364e-05 -4.772727e-05 -3.500000e-05-1.257554e+06
3.863637e-05 -4.772727e-05 -3.500000e-05-1.231782e+06
4.090910e-05 -4.772727e-05 -3.500000e-05-1.211820e+06
4.318182e-05 -4.772727e-05 -3.500000e-05-1.168453e+06
4.545455e-05 -4.772727e-05 -3.500000e-05-2.285121e+06
4.772728e-05 -4.772727e-05 -3.500000e-05-1.800230e+06
5.000000e-05 -4.772727e-05 -3.500000e-05-6.516958e+06
-5.000000e-05 -4.545454e-05 -3.500000e-05-9.003332e+06
-4.772727e-05 -4.545454e-05 -3.500000e-05-2.284554e+06
-4.545454e-05 -4.545454e-05 -3.500000e-05-2.524038e+06
-4.318182e-05 -4.545454e-05 -3.500000e-05-1.731767e+06
-4.090909e-05 -4.545454e-05 -3.500000e-05-1.875064e+06
-3.863636e-05 -4.545454e-05 -3.500000e-05-1.766068e+06
-3.636364e-05 -4.545454e-05 -3.500000e-05-1.910042e+06
-3.409091e-05 -4.545454e-05 -3.500000e-05-1.852478e+06
-3.181818e-05 -4.545454e-05 -3.500000e-05-1.971362e+06
-2.954545e-05 -4.545454e-05 -3.500000e-05-1.916998e+06
-2.727272e-05 -4.545454e-05 -3.500000e-05-2.065166e+06
-2.500000e-05 -4.545454e-05 -3.500000e-05-1.994302e+06
-2.272727e-05 -4.545454e-05 -3.500000e-05-2.106399e+06
-2.045454e-05 -4.545454e-05 -3.500000e-05-2.034077e+06
-1.818181e-05 -4.545454e-05 -3.500000e-05-2.164748e+06
-1.590909e-05 -4.545454e-05 -3.500000e-05-2.064472e+06
-1.363636e-05 -4.545454e-05 -3.500000e-05-2.160367e+06
-1.136363e-05 -4.545454e-05 -3.500000e-05-2.066246e+06
-9.090904e-06 -4.545454e-05 -3.500000e-05-2.172725e+06
-6.818175e-06 -4.545454e-05 -3.500000e-05-2.051317e+06
-4.545447e-06 -4.545454e-05 -3.500000e-05-2.135831e+06
-2.272719e-06 -4.545454e-05 -3.500000e-05-2.038075e+06
6.705522e-12 -4.545454e-05 -3.500000e-05-2.147242e+06
2.272732e-06 -4.545454e-05 -3.500000e-05-2.038263e+06
4.545464e-06 -4.545454e-05 -3.500000e-05-2.136172e+06
6.818189e-06 -4.545454e-05 -3.500000e-05-2.051754e+06
9.090914e-06 -4.545454e-05 -3.500000e-05-2.173249e+06
1.136365e-05 -4.545454e-05 -3.500000e-05-2.066768e+06
1.363637e-05 -4.545454e-05 -3.500000e-05-2.160872e+06
1.590910e-05 -4.545454e-05 -3.500000e-05-2.064838e+06
1.818182e-05 -4.545454e-05 -3.500000e-05-2.164688e+06
2.045455e-05 -4.545454e-05 -3.500000e-05-2.033492e+06
2.272728e-05 -4.545454e-05 -3.500000e-05-2.105386e+06
2.500001e-05 -4.545454e-05 -3.500000e-05-1.992991e+06
2.727273e-05 -4.545454e-05 -3.500000e-05-2.063399e+06
2.954546e-05 -4.545454e-05 -3.500000e-05-1.915147e+06
3.181819e-05 -4.545454e-05 -3.500000e-05-1.969369e+06
3.409092e-05 -4.545454e-05 -3.500000e-05-1.850525e+06
3.636364e-05 -4.545454e-05 -3.500000e-05-1.908190e+06
3.863637e-05 -4.545454e-05 -3.500000e-05-1.764715e+06
4.090910e-05 -4.545454e-05 -3.500000e-05-1.874109e+06
4.318182e-05 -4.545454e-05 -3.500000e-05-1.731292e+06
4.545455e-05 -4.545454e-05 -3.500000e-05-2.524652e+06
4.772728e-05 -4.545454e-05 -3.500000e-05-2.285378e+06
5.000000e-05 -4.545454e-05 -3.500000e-05-9.009625e+06
-5.000000e-05 -4.318182e-05 -3.500000e-05-7.204312e+06
-4.772727e-05 -4.318182e-05 -3.500000e-05-1.168260e+06
-4.545454e-05 -4.318182e-05 -3.500000e-05-1.731004e+06
-4.318182e-05 -4.318182e-05 -3.500000e-05-1.275055e+06
-4.090909e-05 -4.318182e-05 -3.500000e-05-1.325145e+06
-3.863636e-05 -4.318182e-05 -3.500000e-05-1.295501e+06
-3.636364e-05 -4.318182e-05 -3.500000e-05-1.327916e+06
-3.409091e-05 -4.318182e-05 -3.500000e-05-1.352309e+06
-3.181818e-05 -4.318182e-05 -3.500000e-05-1.389724e+06
-2.954545e-05 -4.318182e-05 -3.500000e-05-1.412017e+06
-2.727272e-05 -4.318182e-05 -3.500000e-05-1.439862e+06
-2.500000e-05 -4.318182e-05 -3.500000e-05-1.462222e+06
-2.272727e-05 -4.318182e-05 -3.500000e-05-1.492987e+06
-2.045454e-05 -4.318182e-05 -3.500000e-05-1.508317e+06
-1.818181e-05 -4.318182e-05 -3.500000e-05-1.528898e+06
-1.590909e-05 -4.318182e-05 -3.500000e-05-1.541458e+06
-1.363636e-05 -4.318182e-05 -3.500000e-05-1.558721e+06
-1.136363e-05 -4.318182e-05 -3.500000e-05-1.556328e+06
-9.090904e-06 -4.318182e-05 -3.500000e-05-1.557913e+06
-6.818175e-06 -4.318182e-05 -3.500000e-05-1.551174e+06
-4.545447e-06 -4.318182e-05 -3.500000e-05-1.551946e+06
-2.272719e-06 -4.318182e-05 -3.500000e-05-1.539813e+06
6.705522e-12 -4.318182e-05 -3.500000e-05-1.540230e+06
2.272732e-06 -4.318182e-05 -3.500000e-05-1.540024e+06
4.545464e-06 -4.318182e-05 -3.500000e-05-1.552331e+06
6.818189e-06 -4.318182e-05 -3.500000e-05-1.551651e+06
9.090914e-06 -4.318182e-05 -3.500000e-05-1.558421e+06
1.136365e-05 -4.318182e-05 -3.500000e-05-1.556835e+06
1.363637e-05 -4.318182e-05 -3.500000e-05-1.559171e+06
1.590910e-05 -4.318182e-05 -3.500000e-05-1.541794e+06
1.818182e-05 -4.318182e-05 -3.500000e-05-1.529075e+06
2.045455e-05 -4.318182e-05 -3.500000e-05-1.508312e+06
2.272728e-05 -4.318182e-05 -3.500000e-05-1.492800e+06
2.500001e-05 -4.318182e-05 -3.500000e-05-1.461883e+06
2.727273e-05 -4.318182e-05 -3.500000e-05-1.439422e+06
2.954546e-05 -4.318182e-05 -3.500000e-05-1.411478e+06
3.181819e-05 -4.318182e-05 -3.500000e-05-1.389061e+06
3.409092e-05 -4.318182e-05 -3.500000e-05-1.351521e+06
3.636364e-05 -4.318182e-05 -3.500000e-05-1.327121e+06
3.863637e-05 -4.318182e-05 -3.500000e-05-1.294888e+06
4.090910e-05 -4.318182e-05 -3.500000e-05-1.324946e+06
4.318182e-05 -4.318182e-05 -3.500000e-05-1.275287e+06
4.545455e-05 -4.318182e-05 -3.500000e-05-1.732232e+06
4.772728e-05 -4.318182e-05 -3.500000e-05-1.169193e+06
5.000000e-05 -4.318182e-05 -3.500000e-05-7.211484e+06
-5.000000e-05 -4.090909e-05 -3.500000e-05-7.739588e+06
