x y z T
-2.500000e-05	-2.500000e-05	0.000000e+00	3.353525e+02
-2.500000e-05	-2.250000e-05	0.000000e+00	3.358576e+02
-2.500000e-05	-2.000000e-05	0.000000e+00	3.361822e+02
-2.500000e-05	-1.750000e-05	0.000000e+00	3.363441e+02
-2.500000e-05	-1.500000e-05	0.000000e+00	3.363675e+02
-2.500000e-05	-1.250000e-05	0.000000e+00	3.362835e+02
-2.500000e-05	-1.000000e-05	0.000000e+00	3.361293e+02
-2.500000e-05	-7.500000e-06	0.000000e+00	3.359467e+02
-2.500000e-05	-5.000000e-06	0.000000e+00	3.357778e+02
-2.500000e-05	-2.500000e-06	0.000000e+00	3.356595e+02
-2.500000e-05	0.000000e+00	0.000000e+00	3.356171e+02
-2.500000e-05	2.500000e-06	0.000000e+00	3.356599e+02
-2.500000e-05	5.000000e-06	0.000000e+00	3.357788e+02
-2.500000e-05	7.500000e-06	0.000000e+00	3.359483e+02
-2.500000e-05	1.000000e-05	0.000000e+00	3.361315e+02
-2.500000e-05	1.250000e-05	0.000000e+00	3.362863e+02
-2.500000e-05	1.500000e-05	0.000000e+00	3.363710e+02
-2.500000e-05	1.750000e-05	0.000000e+00	3.363480e+02
-2.500000e-05	2.000000e-05	0.000000e+00	3.361862e+02
-2.500000e-05	2.250000e-05	0.000000e+00	3.358613e+02
-2.500000e-05	2.500000e-05	0.000000e+00	3.353554e+02
-2.250000e-05	-2.500000e-05	0.000000e+00	3.358582e+02
-2.250000e-05	-2.250000e-05	0.000000e+00	3.363718e+02
-2.250000e-05	-2.000000e-05	0.000000e+00	3.367013e+02
-2.250000e-05	-1.750000e-05	0.000000e+00	3.368648e+02
-2.250000e-05	-1.500000e-05	0.000000e+00	3.368873e+02
-2.250000e-05	-1.250000e-05	0.000000e+00	3.368007e+02
-2.250000e-05	-1.000000e-05	0.000000e+00	3.366432e+02
-2.250000e-05	-7.500000e-06	0.000000e+00	3.364572e+02
-2.250000e-05	-5.000000e-06	0.000000e+00	3.362854e+02
-2.250000e-05	-2.500000e-06	0.000000e+00	3.361652e+02
-2.250000e-05	0.000000e+00	0.000000e+00	3.361222e+02
-2.250000e-05	2.500000e-06	0.000000e+00	3.361657e+02
-2.250000e-05	5.000000e-06	0.000000e+00	3.362864e+02
-2.250000e-05	7.500000e-06	0.000000e+00	3.364587e+02
-2.250000e-05	1.000000e-05	0.000000e+00	3.366453e+02
-2.250000e-05	1.250000e-05	0.000000e+00	3.368034e+02
-2.250000e-05	1.500000e-05	0.000000e+00	3.368905e+02
-2.250000e-05	1.750000e-05	0.000000e+00	3.368682e+02
-2.250000e-05	2.000000e-05	0.000000e+00	3.367047e+02
-2.250000e-05	2.250000e-05	0.000000e+00	3.363749e+02
-2.250000e-05	2.500000e-05	0.000000e+00	3.358605e+02
-2.000000e-05	-2.500000e-05	0.000000e+00	3.361829e+02
-2.000000e-05	-2.250000e-05	0.000000e+00	3.367014e+02
-2.000000e-05	-2.000000e-05	0.000000e+00	3.370319e+02
-2.000000e-05	-1.750000e-05	0.000000e+00	3.371932e+02
-2.000000e-05	-1.500000e-05	0.000000e+00	3.372112e+02
-2.000000e-05	-1.250000e-05	0.000000e+00	3.371188e+02
-2.000000e-05	-1.000000e-05	0.000000e+00	3.369553e+02
-2.000000e-05	-7.500000e-06	0.000000e+00	3.367641e+02
-2.000000e-05	-5.000000e-06	0.000000e+00	3.365884e+02
-2.000000e-05	-2.500000e-06	0.000000e+00	3.364657e+02
-2.000000e-05	0.000000e+00	0.000000e+00	3.364220e+02
-2.000000e-05	2.500000e-06	0.000000e+00	3.364663e+02
-2.000000e-05	5.000000e-06	0.000000e+00	3.365895e+02
-2.000000e-05	7.500000e-06	0.000000e+00	3.367657e+02
-2.000000e-05	1.000000e-05	0.000000e+00	3.369575e+02
-2.000000e-05	1.250000e-05	0.000000e+00	3.371215e+02
-2.000000e-05	1.500000e-05	0.000000e+00	3.372143e+02
-2.000000e-05	1.750000e-05	0.000000e+00	3.371965e+02
-2.000000e-05	2.000000e-05	0.000000e+00	3.370352e+02
-2.000000e-05	2.250000e-05	0.000000e+00	3.367044e+02
-2.000000e-05	2.500000e-05	0.000000e+00	3.361851e+02
-1.750000e-05	-2.500000e-05	0.000000e+00	3.363445e+02
-1.750000e-05	-2.250000e-05	0.000000e+00	3.368648e+02
-1.750000e-05	-2.000000e-05	0.000000e+00	3.371931e+02
-1.750000e-05	-1.750000e-05	0.000000e+00	3.373490e+02
-1.750000e-05	-1.500000e-05	0.000000e+00	3.373595e+02
-1.750000e-05	-1.250000e-05	0.000000e+00	3.372589e+02
-1.750000e-05	-1.000000e-05	0.000000e+00	3.370877e+02
-1.750000e-05	-7.500000e-06	0.000000e+00	3.368902e+02
-1.750000e-05	-5.000000e-06	0.000000e+00	3.367100e+02
