0.000000e+00 0.000000e+00 -2.133333e-05 1.078462e-12
0.000000e+00 0.000000e+00 -1.600000e-05 5.550441e-13
0.000000e+00 0.000000e+00 -1.066667e-05 1.793197e-13
0.000000e+00 -4.444444e-05 -5.333333e-06 2.360191e-07
0.000000e+00 -3.333333e-05 -5.333333e-06 4.858585e-07
0.000000e+00 -2.222222e-05 -5.333333e-06 5.199749e-07
0.000000e+00 -1.111111e-05 -5.333333e-06 2.249284e-07
-4.444444e-05 0.000000e+00 -5.333333e-06 2.360360e-07
-3.333333e-05 0.000000e+00 -5.333333e-06 4.858922e-07
-2.222222e-05 0.000000e+00 -5.333333e-06 5.201158e-07
-1.111111e-05 0.000000e+00 -5.333333e-06 2.251256e-07
0.000000e+00 0.000000e+00 -5.333333e-06 4.400429e-14
1.111111e-05 0.000000e+00 -5.333333e-06 2.249305e-07
2.222222e-05 0.000000e+00 -5.333333e-06 5.201398e-07
3.333333e-05 0.000000e+00 -5.333333e-06 4.866940e-07
4.444444e-05 0.000000e+00 -5.333333e-06 2.371981e-07
0.000000e+00 1.111111e-05 -5.333333e-06 2.251178e-07
0.000000e+00 2.222222e-05 -5.333333e-06 5.201219e-07
0.000000e+00 3.333333e-05 -5.333333e-06 4.859599e-07
0.000000e+00 4.444444e-05 -5.333333e-06 2.361046e-07
-1.111111e-05 -4.444444e-05 0.000000e+00 8.249901e-07
0.000000e+00 -4.444444e-05 0.000000e+00 3.014340e-13
1.111111e-05 -4.444444e-05 0.000000e+00 8.211884e-07
0.000000e+00 -3.333333e-05 0.000000e+00 9.010899e-14
0.000000e+00 -2.222222e-05 0.000000e+00 5.698601e-14
-4.444444e-05 -1.111111e-05 0.000000e+00 8.213380e-07
-1.111111e-05 -1.111111e-05 0.000000e+00 7.149518e-07
0.000000e+00 -1.111111e-05 0.000000e+00 4.480445e-16
1.111111e-05 -1.111111e-05 0.000000e+00 7.147578e-07
4.444444e-05 -1.111111e-05 0.000000e+00 8.226741e-07
-4.444444e-05 0.000000e+00 0.000000e+00 1.854086e-13
-3.333333e-05 0.000000e+00 0.000000e+00 6.975522e-14
-2.222222e-05 0.000000e+00 0.000000e+00 2.761868e-15
-1.111111e-05 0.000000e+00 0.000000e+00 7.753921e-14
0.000000e+00 0.000000e+00 0.000000e+00 1.500397e-14
1.111111e-05 0.000000e+00 0.000000e+00 2.513822e-14
2.222222e-05 0.000000e+00 0.000000e+00 5.914852e-13
3.333333e-05 0.000000e+00 0.000000e+00 3.578289e-12
4.444444e-05 0.000000e+00 0.000000e+00 6.146270e-12
-4.444444e-05 1.111111e-05 0.000000e+00 8.248208e-07
-1.111111e-05 1.111111e-05 0.000000e+00 7.157618e-07
0.000000e+00 1.111111e-05 0.000000e+00 7.487435e-14
1.111111e-05 1.111111e-05 0.000000e+00 7.151970e-07
4.444444e-05 1.111111e-05 0.000000e+00 8.314470e-07
0.000000e+00 2.222222e-05 0.000000e+00 1.516104e-13
0.000000e+00 3.333333e-05 0.000000e+00 8.126364e-14
-1.111111e-05 4.444444e-05 0.000000e+00 8.212278e-07
0.000000e+00 4.444444e-05 0.000000e+00 3.343821e-13
1.111111e-05 4.444444e-05 0.000000e+00 8.255760e-07
0.000000e+00 -4.444444e-05 5.333333e-06 2.360910e-07
0.000000e+00 -3.333333e-05 5.333333e-06 4.858551e-07
