x	y	z	T
2.500000e-05	-1.500000e-05	0.000000e+00	3.361017e+02
2.500000e-05	-1.250000e-05	0.000000e+00	3.359693e+02
2.500000e-05	-1.000000e-05	0.000000e+00	3.357198e+02
2.500000e-05	-7.500000e-06	0.000000e+00	3.355576e+02
2.500000e-05	-5.000000e-06	0.000000e+00	3.352923e+02
2.500000e-05	-2.500000e-06	0.000000e+00	3.351647e+02
2.500000e-05	0.000000e+00	0.000000e+00	3.351295e+02
2.500000e-05	2.500000e-06	0.000000e+00	3.351680e+02
2.500000e-05	5.000000e-06	0.000000e+00	3.352991e+02
2.500000e-05	7.500000e-06	0.000000e+00	3.355679e+02
2.500000e-05	1.000000e-05	0.000000e+00	3.357328e+02
2.500000e-05	1.250000e-05	0.000000e+00	3.359850e+02
2.500000e-05	1.500000e-05	0.000000e+00	3.361197e+02
2.500000e-05	1.750000e-05	0.000000e+00	3.360777e+02
2.500000e-05	2.000000e-05	0.000000e+00	3.361352e+02
2.500000e-05	2.250000e-05	0.000000e+00	3.356150e+02
2.500000e-05	2.500000e-05	0.000000e+00	3.354461e+02
-2.500000e-05	-2.500000e-05	1.000000e-05	3.349663e+02
-2.500000e-05	-2.250000e-05	1.000000e-05	3.347288e+02
-2.500000e-05	-2.000000e-05	1.000000e-05	3.357004e+02
-2.500000e-05	-1.750000e-05	1.000000e-05	3.355718e+02
-2.500000e-05	-1.500000e-05	1.000000e-05	3.359845e+02
-2.500000e-05	-1.250000e-05	1.000000e-05	3.360810e+02
-2.500000e-05	-1.000000e-05	1.000000e-05	3.360782e+02
-2.500000e-05	-7.500000e-06	1.000000e-05	3.362975e+02
-2.500000e-05	-5.000000e-06	1.000000e-05	3.360338e+02
-2.500000e-05	-2.500000e-06	1.000000e-05	3.363114e+02
-2.500000e-05	0.000000e+00	1.000000e-05	3.359990e+02
-2.500000e-05	2.500000e-06	1.000000e-05	3.363110e+02
-2.500000e-05	5.000000e-06	1.000000e-05	3.360334e+02
-2.500000e-05	7.500000e-06	1.000000e-05	3.362973e+02
-2.500000e-05	1.000000e-05	1.000000e-05	3.360787e+02
-2.500000e-05	1.250000e-05	1.000000e-05	3.360823e+02
-2.500000e-05	1.500000e-05	1.000000e-05	3.359866e+02
-2.500000e-05	1.750000e-05	1.000000e-05	3.355746e+02
-2.500000e-05	2.000000e-05	1.000000e-05	3.357036e+02
-2.500000e-05	2.250000e-05	1.000000e-05	3.347321e+02
-2.500000e-05	2.500000e-05	1.000000e-05	3.349694e+02
-2.250000e-05	-2.500000e-05	1.000000e-05	3.347289e+02
-2.250000e-05	-2.250000e-05	1.000000e-05	3.352019e+02
-2.250000e-05	-2.000000e-05	1.000000e-05	3.357181e+02
-2.250000e-05	-1.750000e-05	1.000000e-05	3.359837e+02
-2.250000e-05	-1.500000e-05	1.000000e-05	3.362400e+02
-2.250000e-05	-1.250000e-05	1.000000e-05	3.363741e+02
-2.250000e-05	-1.000000e-05	1.000000e-05	3.364138e+02
-2.250000e-05	-7.500000e-06	1.000000e-05	3.364527e+02
-2.250000e-05	-5.000000e-06	1.000000e-05	3.363747e+02
-2.250000e-05	-2.500000e-06	1.000000e-05	3.363839e+02
-2.250000e-05	0.000000e+00	1.000000e-05	3.363393e+02
-2.250000e-05	2.500000e-06	1.000000e-05	3.363838e+02
-2.250000e-05	5.000000e-06	1.000000e-05	3.363747e+02
-2.250000e-05	7.500000e-06	1.000000e-05	3.364531e+02
-2.250000e-05	1.000000e-05	1.000000e-05	3.364148e+02
-2.250000e-05	1.250000e-05	1.000000e-05	3.363757e+02
-2.250000e-05	1.500000e-05	1.000000e-05	3.362422e+02
-2.250000e-05	1.750000e-05	1.000000e-05	3.359864e+02
-2.250000e-05	2.000000e-05	1.000000e-05	3.357211e+02
-2.250000e-05	2.250000e-05	1.000000e-05	3.352049e+02
-2.250000e-05	2.500000e-05	1.000000e-05	3.347317e+02
-2.000000e-05	-2.500000e-05	1.000000e-05	3.357001e+02
-2.000000e-05	-2.250000e-05	1.000000e-05	3.357178e+02
-2.000000e-05	-2.000000e-05	1.000000e-05	3.365168e+02
-2.000000e-05	-1.750000e-05	1.000000e-05	3.364645e+02
-2.000000e-05	-1.500000e-05	1.000000e-05	3.367674e+02
-2.000000e-05	-1.250000e-05	1.000000e-05	3.367956e+02
-2.000000e-05	-1.000000e-05	1.000000e-05	3.367138e+02
-2.000000e-05	-7.500000e-06	1.000000e-05	3.367958e+02
-2.000000e-05	-5.000000e-06	1.000000e-05	3.365237e+02
-2.000000e-05	-2.500000e-06	1.000000e-05	3.366521e+02
-2.000000e-05	0.000000e+00	1.000000e-05	3.364308e+02
-2.000000e-05	2.500000e-06	1.000000e-05	3.366524e+02
-2.000000e-05	5.000000e-06	1.000000e-05	3.365242e+02
-2.000000e-05	7.500000e-06	1.000000e-05	3.367968e+02
-2.000000e-05	1.000000e-05	1.000000e-05	3.367153e+02
-2.000000e-05	1.250000e-05	1.000000e-05	3.367976e+02
-2.000000e-05	1.500000e-05	1.000000e-05	3.367699e+02
-2.000000e-05	1.750000e-05	1.000000e-05	3.364674e+02
-2.000000e-05	2.000000e-05	1.000000e-05	3.365200e+02
-2.000000e-05	2.250000e-05	1.000000e-05	3.357210e+02
-2.000000e-05	2.500000e-05	1.000000e-05	3.357031e+02
-1.750000e-05	-2.500000e-05	1.000000e-05	3.355709e+02
-1.750000e-05	-2.250000e-05	1.000000e-05	3.359829e+02
-1.750000e-05	-2.000000e-05	1.000000e-05	3.364640e+02
-1.750000e-05	-1.750000e-05	1.000000e-05	3.366165e+02
-1.750000e-05	-1.500000e-05	1.000000e-05	3.367630e+02
-1.750000e-05	-1.250000e-05	1.000000e-05	3.367558e+02
-1.750000e-05	-1.000000e-05	1.000000e-05	3.366426e+02
-1.750000e-05	-7.500000e-06	1.000000e-05	3.365493e+02
-1.750000e-05	-5.000000e-06	1.000000e-05	3.363402e+02
-1.750000e-05	-2.500000e-06	1.000000e-05	3.362752e+02
-1.750000e-05	0.000000e+00	1.000000e-05	3.361867e+02
-1.750000e-05	2.500000e-06	1.000000e-05	3.362757e+02
-1.750000e-05	5.000000e-06	1.000000e-05	3.363413e+02
-1.750000e-05	7.500000e-06	1.000000e-05	3.365509e+02
-1.750000e-05	1.000000e-05	1.000000e-05	3.366447e+02
-1.750000e-05	1.250000e-05	1.000000e-05	3.367584e+02
-1.750000e-05	1.500000e-05	1.000000e-05	3.367660e+02
-1.750000e-05	1.750000e-05	1.000000e-05	3.366198e+02
-1.750000e-05	2.000000e-05	1.000000e-05	3.364676e+02
-1.750000e-05	2.250000e-05	1.000000e-05	3.359865e+02
-1.750000e-05	2.500000e-05	1.000000e-05	3.355744e+02
-1.500000e-05	-2.500000e-05	1.000000e-05	3.359826e+02
-1.500000e-05	-2.250000e-05	1.000000e-05	3.362383e+02
-1.500000e-05	-2.000000e-05	1.000000e-05	3.367661e+02
-1.500000e-05	-1.750000e-05	1.000000e-05	3.367623e+02
-1.500000e-05	-1.500000e-05	1.000000e-05	3.368477e+02
-1.500000e-05	-1.250000e-05	1.000000e-05	3.367269e+02
-1.500000e-05	-1.000000e-05	1.000000e-05	3.364906e+02
-1.500000e-05	-7.500000e-06	1.000000e-05	3.363285e+02
-1.500000e-05	-5.000000e-06	1.000000e-05	3.359978e+02
-1.500000e-05	-2.500000e-06	1.000000e-05	3.359073e+02
-1.500000e-05	0.000000e+00	1.000000e-05	3.357711e+02
-1.500000e-05	2.500000e-06	1.000000e-05	3.359082e+02
-1.500000e-05	5.000000e-06	1.000000e-05	3.359995e+02
-1.500000e-05	7.500000e-06	1.000000e-05	3.363309e+02
-1.500000e-05	1.000000e-05	1.000000e-05	3.364934e+02
-1.500000e-05	1.250000e-05	1.000000e-05	3.367302e+02
-1.500000e-05	1.500000e-05	1.000000e-05	3.368514e+02
-1.500000e-05	1.750000e-05	1.000000e-05	3.367662e+02
-1.500000e-05	2.000000e-05	1.000000e-05	3.367703e+02
-1.500000e-05	2.250000e-05	1.000000e-05	3.362426e+02
-1.500000e-05	2.500000e-05	1.000000e-05	3.359871e+02
-1.250000e-05	-2.500000e-05	1.000000e-05	3.360781e+02
-1.250000e-05	-2.250000e-05	1.000000e-05	3.363715e+02
-1.250000e-05	-2.000000e-05	1.000000e-05	3.367934e+02
-1.250000e-05	-1.750000e-05	1.000000e-05	3.367542e+02
-1.250000e-05	-1.500000e-05	1.000000e-05	3.367260e+02
-1.250000e-05	-1.250000e-05	1.000000e-05	3.365041e+02
-1.250000e-05	-1.000000e-05	1.000000e-05	3.361686e+02
-1.250000e-05	-7.500000e-06	1.000000e-05	3.358933e+02
-1.250000e-05	-5.000000e-06	1.000000e-05	3.355100e+02
-1.250000e-05	-2.500000e-06	1.000000e-05	3.353531e+02
-1.250000e-05	0.000000e+00	1.000000e-05	3.352241e+02
-1.250000e-05	2.500000e-06	1.000000e-05	3.353542e+02
-1.250000e-05	5.000000e-06	1.000000e-05	3.355120e+02
-1.250000e-05	7.500000e-06	1.000000e-05	3.358962e+02
-1.250000e-05	1.000000e-05	1.000000e-05	3.361721e+02
-1.250000e-05	1.250000e-05	1.000000e-05	3.365081e+02
-1.250000e-05	1.500000e-05	1.000000e-05	3.367304e+02
-1.250000e-05	1.750000e-05	1.000000e-05	3.367588e+02
-1.250000e-05	2.000000e-05	1.000000e-05	3.367982e+02
-1.250000e-05	2.250000e-05	1.000000e-05	3.363766e+02
-1.250000e-05	2.500000e-05	1.000000e-05	3.360834e+02
-1.000000e-05	-2.500000e-05	1.000000e-05	3.360744e+02
-1.000000e-05	-2.250000e-05	1.000000e-05	3.364104e+02
-1.000000e-05	-2.000000e-05	1.000000e-05	3.367108e+02
-1.000000e-05	-1.750000e-05	1.000000e-05	3.366401e+02
-1.000000e-05	-1.500000e-05	1.000000e-05	3.364887e+02
-1.000000e-05	-1.250000e-05	1.000000e-05	3.361676e+02
-1.000000e-05	-1.000000e-05	1.000000e-05	3.357367e+02
-1.000000e-05	-7.500000e-06	1.000000e-05	3.353465e+02
-1.000000e-05	-5.000000e-06	1.000000e-05	3.349352e+02
-1.000000e-05	-2.500000e-06	1.000000e-05	3.347058e+02
-1.000000e-05	0.000000e+00	1.000000e-05	3.345997e+02
-1.000000e-05	2.500000e-06	1.000000e-05	3.347071e+02
-1.000000e-05	5.000000e-06	1.000000e-05	3.349375e+02
-1.000000e-05	7.500000e-06	1.000000e-05	3.353499e+02
-1.000000e-05	1.000000e-05	1.000000e-05	3.357408e+02
-1.000000e-05	1.250000e-05	1.000000e-05	3.361722e+02
-1.000000e-05	1.500000e-05	1.000000e-05	3.364937e+02
-1.000000e-05	1.750000e-05	1.000000e-05	3.366453e+02
-1.000000e-05	2.000000e-05	1.000000e-05	3.367162e+02
-1.000000e-05	2.250000e-05	1.000000e-05	3.364161e+02
-1.000000e-05	2.500000e-05	1.000000e-05	3.360805e+02
-7.500000e-06	-2.500000e-05	1.000000e-05	3.362929e+02
-7.500000e-06	-2.250000e-05	1.000000e-05	3.364486e+02
-7.500000e-06	-2.000000e-05	1.000000e-05	3.367920e+02
-7.500000e-06	-1.750000e-05	1.000000e-05	3.365459e+02
-7.500000e-06	-1.500000e-05	1.000000e-05	3.363258e+02
-7.500000e-06	-1.250000e-05	1.000000e-05	3.358913e+02
-7.500000e-06	-1.000000e-05	1.000000e-05	3.353455e+02
-7.500000e-06	-7.500000e-06	1.000000e-05	3.349031e+02
-7.500000e-06	-5.000000e-06	1.000000e-05	3.344012e+02
-7.500000e-06	-2.500000e-06	1.000000e-05	3.341604e+02
-7.500000e-06	0.000000e+00	1.000000e-05	3.340167e+02
-7.500000e-06	2.500000e-06	1.000000e-05	3.341618e+02
-7.500000e-06	5.000000e-06	1.000000e-05	3.344037e+02
-7.500000e-06	7.500000e-06	1.000000e-05	3.349067e+02
-7.500000e-06	1.000000e-05	1.000000e-05	3.353499e+02
-7.500000e-06	1.250000e-05	1.000000e-05	3.358963e+02
-7.500000e-06	1.500000e-05	1.000000e-05	3.363311e+02
-7.500000e-06	1.750000e-05	1.000000e-05	3.365515e+02
-7.500000e-06	2.000000e-05	1.000000e-05	3.367979e+02
-7.500000e-06	2.250000e-05	1.000000e-05	3.364547e+02
-7.500000e-06	2.500000e-05	1.000000e-05	3.362997e+02
-5.000000e-06	-2.500000e-05	1.000000e-05	3.360292e+02
-5.000000e-06	-2.250000e-05	1.000000e-05	3.363702e+02
-5.000000e-06	-2.000000e-05	1.000000e-05	3.365194e+02
-5.000000e-06	-1.750000e-05	1.000000e-05	3.363363e+02
-5.000000e-06	-1.500000e-05	1.000000e-05	3.359944e+02
-5.000000e-06	-1.250000e-05	1.000000e-05	3.355071e+02
-5.000000e-06	-1.000000e-05	1.000000e-05	3.349332e+02
-5.000000e-06	-7.500000e-06	1.000000e-05	3.344002e+02
-5.000000e-06	-5.000000e-06	1.000000e-05	3.339205e+02
-5.000000e-06	-2.500000e-06	1.000000e-05	3.336159e+02
-5.000000e-06	0.000000e+00	1.000000e-05	3.335088e+02
-5.000000e-06	2.500000e-06	1.000000e-05	3.336171e+02
-5.000000e-06	5.000000e-06	1.000000e-05	3.339230e+02
-5.000000e-06	7.500000e-06	1.000000e-05	3.344037e+02
-5.000000e-06	1.000000e-05	1.000000e-05	3.349375e+02
-5.000000e-06	1.250000e-05	1.000000e-05	3.355120e+02
-5.000000e-06	1.500000e-05	1.000000e-05	3.359997e+02
-5.000000e-06	1.750000e-05	1.000000e-05	3.363419e+02
-5.000000e-06	2.000000e-05	1.000000e-05	3.365253e+02
-5.000000e-06	2.250000e-05	1.000000e-05	3.363765e+02
-5.000000e-06	2.500000e-05	1.000000e-05	3.360360e+02
-2.500000e-06	-2.500000e-05	1.000000e-05	3.363069e+02
-2.500000e-06	-2.250000e-05	1.000000e-05	3.363795e+02
-2.500000e-06	-2.000000e-05	1.000000e-05	3.366476e+02
-2.500000e-06	-1.750000e-05	1.000000e-05	3.362708e+02
-2.500000e-06	-1.500000e-05	1.000000e-05	3.359032e+02
-2.500000e-06	-1.250000e-05	1.000000e-05	3.353495e+02
-2.500000e-06	-1.000000e-05	1.000000e-05	3.347029e+02
-2.500000e-06	-7.500000e-06	1.000000e-05	3.341584e+02
-2.500000e-06	-5.000000e-06	1.000000e-05	3.336148e+02
-2.500000e-06	-2.500000e-06	1.000000e-05	3.332910e+02
-2.500000e-06	0.000000e+00	1.000000e-05	3.331820e+02
-2.500000e-06	2.500000e-06	1.000000e-05	3.332923e+02
-2.500000e-06	5.000000e-06	1.000000e-05	3.336172e+02
-2.500000e-06	7.500000e-06	1.000000e-05	3.341618e+02
-2.500000e-06	1.000000e-05	1.000000e-05	3.347071e+02
-2.500000e-06	1.250000e-05	1.000000e-05	3.353543e+02
-2.500000e-06	1.500000e-05	1.000000e-05	3.359084e+02
-2.500000e-06	1.750000e-05	1.000000e-05	3.362764e+02
-2.500000e-06	2.000000e-05	1.000000e-05	3.366535e+02
-2.500000e-06	2.250000e-05	1.000000e-05	3.363856e+02
-2.500000e-06	2.500000e-05	1.000000e-05	3.363136e+02
0.000000e+00	-2.500000e-05	1.000000e-05	3.359955e+02
0.000000e+00	-2.250000e-05	1.000000e-05	3.363354e+02
0.000000e+00	-2.000000e-05	1.000000e-05	3.364266e+02
0.000000e+00	-1.750000e-05	1.000000e-05	3.361823e+02
0.000000e+00	-1.500000e-05	1.000000e-05	3.357667e+02
0.000000e+00	-1.250000e-05	1.000000e-05	3.352199e+02
0.000000e+00	-1.000000e-05	1.000000e-05	3.345960e+02
0.000000e+00	-7.500000e-06	1.000000e-05	3.340137e+02
0.000000e+00	-5.000000e-06	1.000000e-05	3.335068e+02
0.000000e+00	-2.500000e-06	1.000000e-05	3.331810e+02
0.000000e+00	0.000000e+00	1.000000e-05	3.330707e+02
0.000000e+00	2.500000e-06	1.000000e-05	3.331822e+02
0.000000e+00	5.000000e-06	1.000000e-05	3.335090e+02
0.000000e+00	7.500000e-06	1.000000e-05	3.340169e+02
0.000000e+00	1.000000e-05	1.000000e-05	3.345999e+02
0.000000e+00	1.250000e-05	1.000000e-05	3.352244e+02
0.000000e+00	1.500000e-05	1.000000e-05	3.357716e+02
0.000000e+00	1.750000e-05	1.000000e-05	3.361875e+02
0.000000e+00	2.000000e-05	1.000000e-05	3.364321e+02
0.000000e+00	2.250000e-05	1.000000e-05	3.363412e+02
0.000000e+00	2.500000e-05	1.000000e-05	3.360015e+02
2.500000e-06	-2.500000e-05	1.000000e-05	3.363085e+02
2.500000e-06	-2.250000e-05	1.000000e-05	3.363806e+02
2.500000e-06	-2.000000e-05	1.000000e-05	3.366485e+02
2.500000e-06	-1.750000e-05	1.000000e-05	3.362714e+02
2.500000e-06	-1.500000e-05	1.000000e-05	3.359035e+02
2.500000e-06	-1.250000e-05	1.000000e-05	3.353495e+02
2.500000e-06	-1.000000e-05	1.000000e-05	3.347027e+02
2.500000e-06	-7.500000e-06	1.000000e-05	3.341578e+02
2.500000e-06	-5.000000e-06	1.000000e-05	3.336142e+02
2.500000e-06	-2.500000e-06	1.000000e-05	3.332903e+02
2.500000e-06	0.000000e+00	1.000000e-05	3.331812e+02
2.500000e-06	2.500000e-06	1.000000e-05	3.332914e+02
2.500000e-06	5.000000e-06	1.000000e-05	3.336164e+02
2.500000e-06	7.500000e-06	1.000000e-05	3.341610e+02
2.500000e-06	1.000000e-05	1.000000e-05	3.347065e+02
2.500000e-06	1.250000e-05	1.000000e-05	3.353539e+02
2.500000e-06	1.500000e-05	1.000000e-05	3.359082e+02
2.500000e-06	1.750000e-05	1.000000e-05	3.362764e+02
2.500000e-06	2.000000e-05	1.000000e-05	3.366538e+02
2.500000e-06	2.250000e-05	1.000000e-05	3.363860e+02
2.500000e-06	2.500000e-05	1.000000e-05	3.363140e+02
5.000000e-06	-2.500000e-05	1.000000e-05	3.360317e+02
5.000000e-06	-2.250000e-05	1.000000e-05	3.363722e+02
5.000000e-06	-2.000000e-05	1.000000e-05	3.365209e+02
5.000000e-06	-1.750000e-05	1.000000e-05	3.363373e+02
5.000000e-06	-1.500000e-05	1.000000e-05	3.359949e+02
5.000000e-06	-1.250000e-05	1.000000e-05	3.355071e+02
5.000000e-06	-1.000000e-05	1.000000e-05	3.349327e+02
5.000000e-06	-7.500000e-06	1.000000e-05	3.343992e+02
5.000000e-06	-5.000000e-06	1.000000e-05	3.339192e+02
5.000000e-06	-2.500000e-06	1.000000e-05	3.336144e+02
5.000000e-06	0.000000e+00	1.000000e-05	3.335073e+02
5.000000e-06	2.500000e-06	1.000000e-05	3.336156e+02
5.000000e-06	5.000000e-06	1.000000e-05	3.339215e+02
5.000000e-06	7.500000e-06	1.000000e-05	3.344024e+02
5.000000e-06	1.000000e-05	1.000000e-05	3.349365e+02
5.000000e-06	1.250000e-05	1.000000e-05	3.355115e+02
5.000000e-06	1.500000e-05	1.000000e-05	3.359996e+02
5.000000e-06	1.750000e-05	1.000000e-05	3.363423e+02
5.000000e-06	2.000000e-05	1.000000e-05	3.365262e+02
5.000000e-06	2.250000e-05	1.000000e-05	3.363776e+02
5.000000e-06	2.500000e-05	1.000000e-05	3.360372e+02
7.500000e-06	-2.500000e-05	1.000000e-05	3.362962e+02
7.500000e-06	-2.250000e-05	1.000000e-05	3.364511e+02
7.500000e-06	-2.000000e-05	1.000000e-05	3.367939e+02
7.500000e-06	-1.750000e-05	1.000000e-05	3.365473e+02
7.500000e-06	-1.500000e-05	1.000000e-05	3.363265e+02
7.500000e-06	-1.250000e-05	1.000000e-05	3.358913e+02
7.500000e-06	-1.000000e-05	1.000000e-05	3.353447e+02
7.500000e-06	-7.500000e-06	1.000000e-05	3.349016e+02
7.500000e-06	-5.000000e-06	1.000000e-05	3.343993e+02
7.500000e-06	-2.500000e-06	1.000000e-05	3.341583e+02
7.500000e-06	0.000000e+00	1.000000e-05	3.340145e+02
7.500000e-06	2.500000e-06	1.000000e-05	3.341596e+02
7.500000e-06	5.000000e-06	1.000000e-05	3.344018e+02
7.500000e-06	7.500000e-06	1.000000e-05	3.349051e+02
7.500000e-06	1.000000e-05	1.000000e-05	3.353489e+02
7.500000e-06	1.250000e-05	1.000000e-05	3.358959e+02
7.500000e-06	1.500000e-05	1.000000e-05	3.363315e+02
7.500000e-06	1.750000e-05	1.000000e-05	3.365527e+02
7.500000e-06	2.000000e-05	1.000000e-05	3.367996e+02
7.500000e-06	2.250000e-05	1.000000e-05	3.364570e+02
7.500000e-06	2.500000e-05	1.000000e-05	3.363021e+02
1.000000e-05	-2.500000e-05	1.000000e-05	3.360779e+02
1.000000e-05	-2.250000e-05	1.000000e-05	3.364132e+02
1.000000e-05	-2.000000e-05	1.000000e-05	3.367130e+02
1.000000e-05	-1.750000e-05	1.000000e-05	3.366417e+02
1.000000e-05	-1.500000e-05	1.000000e-05	3.364895e+02
1.000000e-05	-1.250000e-05	1.000000e-05	3.361676e+02
1.000000e-05	-1.000000e-05	1.000000e-05	3.357358e+02
1.000000e-05	-7.500000e-06	1.000000e-05	3.353448e+02
1.000000e-05	-5.000000e-06	1.000000e-05	3.349330e+02
1.000000e-05	-2.500000e-06	1.000000e-05	3.347034e+02
1.000000e-05	0.000000e+00	1.000000e-05	3.345973e+02
1.000000e-05	2.500000e-06	1.000000e-05	3.347049e+02
1.000000e-05	5.000000e-06	1.000000e-05	3.349359e+02
1.000000e-05	7.500000e-06	1.000000e-05	3.353488e+02
1.000000e-05	1.000000e-05	1.000000e-05	3.357405e+02
1.000000e-05	1.250000e-05	1.000000e-05	3.361728e+02
1.000000e-05	1.500000e-05	1.000000e-05	3.364952e+02
1.000000e-05	1.750000e-05	1.000000e-05	3.366477e+02
1.000000e-05	2.000000e-05	1.000000e-05	3.367195e+02
1.000000e-05	2.250000e-05	1.000000e-05	3.364200e+02
1.000000e-05	2.500000e-05	1.000000e-05	3.360849e+02
1.250000e-05	-2.500000e-05	1.000000e-05	3.360815e+02
1.250000e-05	-2.250000e-05	1.000000e-05	3.363744e+02
1.250000e-05	-2.000000e-05	1.000000e-05	3.367957e+02
1.250000e-05	-1.750000e-05	1.000000e-05	3.367559e+02
1.250000e-05	-1.500000e-05	1.000000e-05	3.367270e+02
1.250000e-05	-1.250000e-05	1.000000e-05	3.365041e+02
1.250000e-05	-1.000000e-05	1.000000e-05	3.361677e+02
1.250000e-05	-7.500000e-06	1.000000e-05	3.358916e+02
1.250000e-05	-5.000000e-06	1.000000e-05	3.355078e+02
1.250000e-05	-2.500000e-06	1.000000e-05	3.353508e+02
1.250000e-05	0.000000e+00	1.000000e-05	3.352220e+02
1.250000e-05	2.500000e-06	1.000000e-05	3.353525e+02
1.250000e-05	5.000000e-06	1.000000e-05	3.355110e+02
1.250000e-05	7.500000e-06	1.000000e-05	3.358961e+02
1.250000e-05	1.000000e-05	1.000000e-05	3.361731e+02
1.250000e-05	1.250000e-05	1.000000e-05	3.365102e+02
1.250000e-05	1.500000e-05	1.000000e-05	3.367335e+02
1.250000e-05	1.750000e-05	1.000000e-05	3.367630e+02
1.250000e-05	2.000000e-05	1.000000e-05	3.368034e+02
1.250000e-05	2.250000e-05	1.000000e-05	3.363825e+02
1.250000e-05	2.500000e-05	1.000000e-05	3.360901e+02
1.500000e-05	-2.500000e-05	1.000000e-05	3.359859e+02
1.500000e-05	-2.250000e-05	1.000000e-05	3.362413e+02
1.500000e-05	-2.000000e-05	1.000000e-05	3.367686e+02
1.500000e-05	-1.750000e-05	1.000000e-05	3.367643e+02
1.500000e-05	-1.500000e-05	1.000000e-05	3.368489e+02
1.500000e-05	-1.250000e-05	1.000000e-05	3.367273e+02
1.500000e-05	-1.000000e-05	1.000000e-05	3.364900e+02
1.500000e-05	-7.500000e-06	1.000000e-05	3.363272e+02
1.500000e-05	-5.000000e-06	1.000000e-05	3.359962e+02
1.500000e-05	-2.500000e-06	1.000000e-05	3.359055e+02
1.500000e-05	0.000000e+00	1.000000e-05	3.357697e+02
1.500000e-05	2.500000e-06	1.000000e-05	3.359075e+02
1.500000e-05	5.000000e-06	1.000000e-05	3.359998e+02
1.500000e-05	7.500000e-06	1.000000e-05	3.363323e+02
1.500000e-05	1.000000e-05	1.000000e-05	3.364962e+02
1.500000e-05	1.250000e-05	1.000000e-05	3.367343e+02
1.500000e-05	1.500000e-05	1.000000e-05	3.368566e+02
1.500000e-05	1.750000e-05	1.000000e-05	3.367725e+02
1.500000e-05	2.000000e-05	1.000000e-05	3.367776e+02
1.500000e-05	2.250000e-05	1.000000e-05	3.362510e+02
1.500000e-05	2.500000e-05	1.000000e-05	3.359963e+02
1.750000e-05	-2.500000e-05	1.000000e-05	3.355740e+02
1.750000e-05	-2.250000e-05	1.000000e-05	3.359860e+02
1.750000e-05	-2.000000e-05	1.000000e-05	3.364669e+02
1.750000e-05	-1.750000e-05	1.000000e-05	3.366189e+02
1.750000e-05	-1.500000e-05	1.000000e-05	3.367648e+02
1.750000e-05	-1.250000e-05	1.000000e-05	3.367568e+02
1.750000e-05	-1.000000e-05	1.000000e-05	3.366428e+02
1.750000e-05	-7.500000e-06	1.000000e-05	3.365488e+02
1.750000e-05	-5.000000e-06	1.000000e-05	3.363395e+02
1.750000e-05	-2.500000e-06	1.000000e-05	3.362746e+02
1.750000e-05	0.000000e+00	1.000000e-05	3.361867e+02
1.750000e-05	2.500000e-06	1.000000e-05	3.362767e+02
1.750000e-05	5.000000e-06	1.000000e-05	3.363435e+02
1.750000e-05	7.500000e-06	1.000000e-05	3.365545e+02
1.750000e-05	1.000000e-05	1.000000e-05	3.366498e+02
1.750000e-05	1.250000e-05	1.000000e-05	3.367648e+02
1.750000e-05	1.500000e-05	1.000000e-05	3.367736e+02
1.750000e-05	1.750000e-05	1.000000e-05	3.366286e+02
1.750000e-05	2.000000e-05	1.000000e-05	3.364774e+02
1.750000e-05	2.250000e-05	1.000000e-05	3.359974e+02
1.750000e-05	2.500000e-05	1.000000e-05	3.355865e+02
2.000000e-05	-2.500000e-05	1.000000e-05	3.357035e+02
2.000000e-05	-2.250000e-05	1.000000e-05	3.357214e+02
2.000000e-05	-2.000000e-05	1.000000e-05	3.365203e+02
2.000000e-05	-1.750000e-05	1.000000e-05	3.364677e+02
2.000000e-05	-1.500000e-05	1.000000e-05	3.367700e+02
2.000000e-05	-1.250000e-05	1.000000e-05	3.367975e+02
2.000000e-05	-1.000000e-05	1.000000e-05	3.367151e+02
2.000000e-05	-7.500000e-06	1.000000e-05	3.367965e+02
2.000000e-05	-5.000000e-06	1.000000e-05	3.365244e+02
2.000000e-05	-2.500000e-06	1.000000e-05	3.366531e+02
2.000000e-05	0.000000e+00	1.000000e-05	3.364327e+02
2.000000e-05	2.500000e-06	1.000000e-05	3.366555e+02
2.000000e-05	5.000000e-06	1.000000e-05	3.365289e+02
2.000000e-05	7.500000e-06	1.000000e-05	3.368030e+02
2.000000e-05	1.000000e-05	1.000000e-05	3.367230e+02
2.000000e-05	1.250000e-05	1.000000e-05	3.368067e+02
2.000000e-05	1.500000e-05	1.000000e-05	3.367802e+02
2.000000e-05	1.750000e-05	1.000000e-05	3.364789e+02
2.000000e-05	2.000000e-05	1.000000e-05	3.365326e+02
2.000000e-05	2.250000e-05	1.000000e-05	3.357346e+02
2.000000e-05	2.500000e-05	1.000000e-05	3.357182e+02
2.250000e-05	-2.500000e-05	1.000000e-05	3.347328e+02
2.250000e-05	-2.250000e-05	1.000000e-05	3.352062e+02
2.250000e-05	-2.000000e-05	1.000000e-05	3.357226e+02
2.250000e-05	-1.750000e-05	1.000000e-05	3.359880e+02
2.250000e-05	-1.500000e-05	1.000000e-05	3.362439e+02
2.250000e-05	-1.250000e-05	1.000000e-05	3.363774e+02
2.250000e-05	-1.000000e-05	1.000000e-05	3.364166e+02
2.250000e-05	-7.500000e-06	1.000000e-05	3.364551e+02
